"ClientAccountID","CurrencyPrimary","AssetClass","Symbol","UnderlyingSymbol","Multiplier","Put/Call","TradeID","OrderID","Date/Time","SettleDate","Buy/Sell","Quantity","Price","Proceeds","NetCash","Commission","BrokerExecutionCommission","BrokerClearingCommission","ThirdPartyExecutionCommission","ThirdPartyClearingCommission","ThirdPartyRegulatoryCommission","OtherCommission","Code","ListingExchange"
"U15783989","USD","STK","GLD","GLD","1","","8168016136","4371736169","20250908;221328","20250910","BUY","10","336.16","-3361.6","-3361.96252725","-0.36252725","-0.35","0","-0.01","-0.002","-0.00052725","0","O","ARCA"
"U15783989","USD","STK","GLD","GLD","1","","8207388798","4396459273","20250916;122348","20250917","BUY","6","339.5393","-2037.2358","-2037.58738925","-0.35158925","-0.35","0","0","-0.0012","-0.00038925","0","IA;O","ARCA"
"U15783989","USD","STK","GLD","GLD","1","","8215284599","4401396377","20250917;144907","20250918","SELL","-10","336.82","3368.2","3367.84586275","-0.35413725","-0.35","0","0","-0.002","-0.00213725","0","C","ARCA"
"U15783989","USD","STK","GLD","GLD","1","","8215433693","4401488098","20250917;145633","20250918","SELL","-10","335.9209","3359.209","3358.85486275","-0.35413725","-0.35","0","0","-0.002","-0.00213725","0","C;IA","ARCA"
"U15783989","USD","STK","NVDA","NVDA","1","","8089803976","4323166440","20250820;115431","20250821","BUY","60","171.925","-10315.5","-10315.86387725","-0.36387725","-0.35","0","0","-0.012","-0.00187725","0","O","NASDAQ"
"U15783989","USD","STK","NVDA","NVDA","1","","8121175741","4342514436","20250827;220929","20250829","SELL","-1","176.5","176.5","176.14734975","-0.35265025","-0.35","0","-0.002","-0.0002","-0.00045025","0","C;P","NASDAQ"
"U15783989","USD","STK","NVDA","NVDA","1","","8121175742","4342514436","20250827;220929","20250829","SELL","-40","176.5","7060","7059.90428","-0.09572","0","0","-0.08","-0.008","-0.00772","0","C;P","NASDAQ"
"U15783989","USD","STK","NVDA","NVDA","1","","8121175743","4342514436","20250827;220929","20250829","SELL","-1","176.5","176.5","176.497607","-0.002393","0","0","-0.002","-0.0002","-0.000193","0","C;P","NASDAQ"
"U15783989","USD","STK","NVDA","NVDA","1","","8121175744","4342514436","20250827;220929","20250829","SELL","-2","176.5","353","352.997214","-0.002786","0","0","-0.002","-0.0004","-0.000386","0","C;P","NASDAQ"
"U15783989","USD","STK","NVDA","NVDA","1","","8121175746","4342514436","20250827;220929","20250829","SELL","-6","176.5","1059","1058.985642","-0.014358","0","0","-0.012","-0.0012","-0.001158","0","C;P","NASDAQ"
"U15783989","USD","STK","NVDA","NVDA","1","","8122296142","4343245506","20250828;093309","20250829","SELL","-10","182.125","1821.25","1820.89581275","-0.35418725","-0.35","0","0","-0.002","-0.00218725","0","C","NASDAQ"
"U15783989","USD","STK","QQQ","QQQ","1","","7998698266","4266834716","20250801;042703","20250804","BUY","60","559","-33540","-33541.00132","-1.00132","-1","0","0","0","-0.00132","0","O","NASDAQ"
"U15783989","USD","STK","QQQ","QQQ","1","","8001759301","4268725151","20250801;100422","20250804","BUY","30","553.1387","-16594.161","-16595.16181","-1.00081","-1","0","0","0","-0.00081","0","O","NASDAQ"
"U15783989","USD","STK","QQQ","QQQ","1","","8004217908","4270276249","20250801;125358","20250804","BUY","20","555","-11100","-11101.00044","-1.00044","-1","0","0","0","-0.00044","0","O","NASDAQ"
"U15783989","USD","STK","QQQ","QQQ","1","","8004961255","4270728560","20250801;140828","20250804","BUY","6","552.48","-3314.88","-3315.880132","-1.000132","-1","0","0","0","-0.000132","0","O;P","NASDAQ"
"U15783989","USD","STK","QQQ","QQQ","1","","8004961261","4270728560","20250801;140828","20250804","BUY","24","552.48","-13259.52","-13259.520528","-0.000528","0","0","0","0","-0.000528","0","O;P","NASDAQ"
"U15783989","USD","STK","QQQ","QQQ","1","","8089380477","4322904029","20250820;112416","20250821","BUY","30","562.9787","-16889.361","-16889.71806725","-0.35706725","-0.35","0","0","-0.006","-0.00106725","0","O","NASDAQ"
"U15783989","USD","STK","QQQ","QQQ","1","","8101661479","4330543187","20250822;122243","20250825","BUY","20","571.75","-11435","-11435.35479725","-0.35479725","-0.35","0","0","-0.004","-0.00079725","0","O","NASDAQ"
"U15783989","USD","STK","QQQ","QQQ","1","","8128673439","4347217922","20250829;094601","20250902","BUY","20","572.5","-11450","-11450.32869725","-0.32869725","-0.35","0","0.026","-0.004","-0.00069725","0","O","NASDAQ"
"U15783989","USD","STK","QQQ","QQQ","1","","8128819453","4347309798","20250829;095547","20250902","BUY","20","572.01","-11440.2","-11440.52869725","-0.32869725","-0.35","0","0.026","-0.004","-0.00069725","0","O","NASDAQ"
"U15783989","USD","STK","QQQ","QQQ","1","","7998314373","4266565046","20250801;005708","20250804","SELL","-15","564.21","8463.15","8462.147105","-1.002895","-1","0","0","0","-0.002895","0","C","NASDAQ"
"U15783989","USD","STK","QQQ","QQQ","1","","7999029971","4267008500","20250801;071638","20250804","SELL","-30","559.3","16779","16777.99436","-1.00564","-1","0","0","0","-0.00564","0","C","NASDAQ"
"U15783989","USD","STK","QQQ","QQQ","1","","8035847174","4289887615","20250808;104823","20250811","SELL","-40","573.632","22945.28","22944.91402275","-0.36597725","-0.35","0","0","-0.008","-0.00797725","0","C","NASDAQ"
"U15783989","USD","STK","QQQ","QQQ","1","","8099011076","4328935296","20250822;100715","20250825","SELL","-30","570.28","17108.4","17108.03795275","-0.36204725","-0.35","0","0","-0.006","-0.00604725","0","C","NASDAQ"
"U15783989","USD","STK","QQQ","QQQ","1","","8122828585","4343589277","20250828;094745","20250829","SELL","-30","575.0707","17252.121","17251.75895275","-0.36204725","-0.35","0","0","-0.006","-0.00604725","0","C;IA","NASDAQ"
"U15783989","USD","STK","QQQ","QQQ","1","","8124380349","4344539212","20250828;112539","20250829","SELL","-20","575.202","11504.04","11503.68188275","-0.35811725","-0.35","0","0","-0.004","-0.00411725","0","C","NASDAQ"
"U15783989","USD","STK","QQQ","QQQ","1","","8139063404","4353694192","20250902;114937","20250903","SELL","-31","560.22","17366.82","17366.49801475","-0.32198525","-0.35","0","0.0403","-0.0062","-0.00608525","0","C","NASDAQ"
"U15783989","USD","STK","QQQ","QQQ","1","","8155779614","4364171633","20250905;094105","20250908","SELL","-20","579.6907","11593.814","11593.45588275","-0.35811725","-0.35","0","0","-0.004","-0.00411725","0","C;IA","NASDAQ"
"U15783989","USD","STK","QQQ","QQQ","1","","8178940946","4378629701","20250910;122036","20250911","SELL","-20","581.715","11634.3","11633.94188275","-0.35811725","-0.35","0","0","-0.004","-0.00411725","0","C","NASDAQ"
"U15783989","USD","STK","QQQ","QQQ","1","","8198531463","4390842466","20250915;101224","20250916","SELL","-10","590.0707","5900.707","5900.35286275","-0.35413725","-0.35","0","0","-0.002","-0.00213725","0","C;IA","NASDAQ"
"U15783989","USD","STK","QQQ","QQQ","1","","8215577536","4401574934","20250917;150523","20250918","SELL","-10","589.1707","5891.707","5891.35286275","-0.35413725","-0.35","0","0","-0.002","-0.00213725","0","C;IA","NASDAQ"
"U15783989","USD","STK","QQQ","QQQ","1","","8222542076","4405960475","20250918;134156","20250919","SELL","-6","596.132","3576.792","3576.43941475","-0.35258525","-0.35","0","0","-0.0012","-0.00138525","0","C","NASDAQ"
"U15783989","USD","STK","QQQM","QQQM","1","","8045804777","4295986783","20250811;155238","20250812","BUY","2.1132","236.603166","-499.989810391","-500.340547337","-0.350736946","-0.35","0","0","-0.00042264","-0.00031431","0","O;RI","NASDAQ"
"U15783989","USD","STK","QQQM","QQQM","1","","8077857372","4315629527","20250818;144434","20250819","BUY","2.1071","237.288624","-499.99085963","-500.341595192","-0.350735562","-0.35","0","0","-0.00042142","-0.00031414","0","O;RI","NASDAQ"
"U15783989","USD","STK","QQQM","QQQM","1","","8109428550","4335214934","20250825;150323","20250826","BUY","2.1236","235.446974","-499.995193986","-500.345933293","-0.350739307","-0.35","0","0","-0.00042472","-0.00031459","0","O;RI","NASDAQ"
"U15783989","USD","STK","QQQM","QQQM","1","","8111492138","4336501184","20250826;093540","20250827","SELL","-0.8201","234.79","192.551279","192.200699451","-0.350579549","-0.35","0","0","-0.00016402","-0.00041553","0","C;LF","NASDAQ"
"U15783989","USD","STK","SGOV","SGOV","1","","8089867491","4323205387","20250820;120059","20250821","BUY","100","100.595","-10059.5","-10059.87245725","-0.37245725","-0.35","0","0","-0.02","-0.00245725","0","O","ARCA"
"U15783989","USD","STK","SGOV","SGOV","1","","8174470158","4375820076","20250909;233241","20250911","BUY","400","100.49","-40196","-40198.291829","-2.291829","-1.4","0","-0.8","-0.08","-0.011829","0","O","ARCA"
"U15783989","USD","STK","SGOV","SGOV","1","","8001959373","4268855408","20250801;101424","20250804","SELL","-400","100.395","40158","40155.9228","-2.0772","-2","0","0","0","-0.0772","0","C","ARCA"
"U15783989","USD","STK","SGOV","SGOV","1","","8004457167","4270422181","20250801;131252","20250804","SELL","-200","100.39","20078","20076.9624","-1.0376","-1","0","0","0","-0.0376","0","C","ARCA"
"U15783989","USD","STK","SGOV","SGOV","1","","8089868475","4323206056","20250820;120123","20250821","SELL","-200","100.595","20119","20118.2208855","-0.7791145","-0.7","0","0","-0.04","-0.0391145","0","C","ARCA"
"U15783989","USD","STK","SPY","SPY","1","","8163544084","4368957952","20250908;100148","20250909","BUY","20","647.95","-12959","-12959.32269725","-0.32269725","-0.35","0","0.032","-0.004","-0.00069725","0","O","ARCA"
"U15783989","USD","STK","SPY","SPY","1","","8164057497","4369284487","20250908;102548","20250909","BUY","20","648.155","-12963.1","-12963.45479725","-0.35479725","-0.35","0","0","-0.004","-0.00079725","0","O","ARCA"
"U15783989","USD","STK","SPY","SPY","1","","8164352016","4369471903","20250908;104203","20250909","BUY","20","649.31","-12986.2","-12986.61469725","-0.41469725","-0.35","0","-0.06","-0.004","-0.00069725","0","O","ARCA"
"U15783989","USD","STK","SPY","SPY","1","","8164487783","4369557087","20250908;105113","20250909","BUY","20","649.395","-12987.9","-12988.25479725","-0.35479725","-0.35","0","0","-0.004","-0.00079725","0","O","ARCA"
"U15783989","USD","STK","SPY","SPY","1","","8165033073","4369892991","20250908;112948","20250909","BUY","80","649.798","-51983.84","-51984.20841725","-0.36841725","-0.35","0","0","-0.016","-0.00241725","0","C","ARCA"
"U15783989","USD","STK","SPY","SPY","1","","8165792561","4370374611","20250908;123725","20250909","BUY","20","647.85","-12957","-12957.32269725","-0.32269725","-0.35","0","0.032","-0.004","-0.00069725","0","C","ARCA"
"U15783989","USD","STK","SPY","SPY","1","","8170358923","4373237333","20250909;101659","20250910","BUY","30","648.97","-19469.1","-19469.40891725","-0.30891725","-0.35","0","0.048","-0.006","-0.00091725","0","C","ARCA"
"U15783989","USD","STK","SPY","SPY","1","","8170590233","4373380122","20250909;103053","20250910","BUY","25","648.66","-16216.5","-16216.81580725","-0.31580725","-0.35","0","0.04","-0.005","-0.00080725","0","O;P","ARCA"
"U15783989","USD","STK","SPY","SPY","1","","8170590337","4373380122","20250909;103053","20250910","BUY","5","648.66","-3243.3","-3243.29311","0.00689","0","0","0.008","-0.001","-0.00011","0","O;P","ARCA"
"U15783989","USD","STK","SPY","SPY","1","","8170761752","4373491528","20250909;103906","20250910","BUY","100","647.525","-64752.5","-64752.87295725","-0.37295725","-0.35","0","0","-0.02","-0.00295725","0","C","ARCA"
"U15783989","USD","STK","SPY","SPY","1","","8171753714","4374096636","20250909;121044","20250910","BUY","30","648.87","-19466.1","-19466.45706725","-0.35706725","-0.35","0","0","-0.006","-0.00106725","0","C","ARCA"
"U15783989","USD","STK","SPY","SPY","1","","8176927147","4377367665","20250910;100651","20250911","BUY","20","654.325","-13086.5","-13086.85479725","-0.35479725","-0.35","0","0","-0.004","-0.00079725","0","O","ARCA"
"U15783989","USD","STK","SPY","SPY","1","","8177391221","4377662653","20250910;102847","20250911","BUY","20","653.99","-13079.8","-13080.12269725","-0.32269725","-0.35","0","0.032","-0.004","-0.00069725","0","O","ARCA"
"U15783989","USD","STK","SPY","SPY","1","","8178522982","4378375168","20250910;113959","20250911","BUY","30","653.067","-19592.01","-19592.36706725","-0.35706725","-0.35","0","0","-0.006","-0.00106725","0","O","ARCA"
"U15783989","USD","STK","SPY","SPY","1","","8191169213","4386309354","20250912;102705","20250915","BUY","30","657.75","-19732.5","-19732.80891725","-0.30891725","-0.35","0","0.048","-0.006","-0.00091725","0","C","ARCA"
"U15783989","USD","STK","SPY","SPY","1","","8192166026","4386947549","20250912;113017","20250915","BUY","30","657.565","-19726.95","-19727.30691725","-0.35691725","-0.35","0","0","-0.006","-0.00091725","0","C","ARCA"
"U15783989","USD","STK","SPY","SPY","1","","8192321989","4387047403","20250912;114518","20250915","BUY","30","657.595","-19727.85","-19728.20691725","-0.35691725","-0.35","0","0","-0.006","-0.00091725","0","O","ARCA"
"U15783989","USD","STK","SPY","SPY","1","","8192346066","4387062854","20250912;114703","20250915","BUY","30","657.355","-19720.65","-19721.00691725","-0.35691725","-0.35","0","0","-0.006","-0.00091725","0","O","ARCA"
"U15783989","USD","STK","SPY","SPY","1","","8192453565","4387129528","20250912;115800","20250915","BUY","30","657.688","-19730.64","-19730.99691725","-0.35691725","-0.35","0","0","-0.006","-0.00091725","0","O","ARCA"
"U15783989","USD","STK","SPY","SPY","1","","8192538400","4387183473","20250912;120551","20250915","BUY","23","657.36","-15119.28","-15119.59856325","-0.31856325","-0.35","0","0.0368","-0.0046","-0.00076325","0","O;P","ARCA"
"U15783989","USD","STK","SPY","SPY","1","","8192538425","4387183473","20250912;120551","20250915","BUY","7","657.36","-4601.52","-4601.510354","0.009646","0","0","0.0112","-0.0014","-0.000154","0","O;P","ARCA"
"U15783989","USD","STK","SPY","SPY","1","","8192571818","4387204193","20250912;120929","20250915","BUY","30","657.595","-19727.85","-19728.20691725","-0.35691725","-0.35","0","0","-0.006","-0.00091725","0","O","ARCA"
"U15783989","USD","STK","SPY","SPY","1","","8198195614","4390628258","20250915;095958","20250916","BUY","30","660.615","-19818.45","-19818.80691725","-0.35691725","-0.35","0","0","-0.006","-0.00091725","0","O","ARCA"
"U15783989","USD","STK","SPY","SPY","1","","8198744490","4390980199","20250915;102229","20250916","BUY","30","660.1393","-19804.179","-19804.53591725","-0.35691725","-0.35","0","0","-0.006","-0.00091725","0","C;IA","ARCA"
"U15783989","USD","STK","SPY","SPY","1","","8199005811","4391147905","20250915;103501","20250916","BUY","10","660.48","-6604.8","-6605.13647725","-0.33647725","-0.35","0","0.016","-0.002","-0.00047725","0","C;P","ARCA"
"U15783989","USD","STK","SPY","SPY","1","","8199005952","4391147905","20250915;103501","20250916","BUY","70","660.48","-46233.6","-46233.50354","0.09646","0","0","0.112","-0.014","-0.00154","0","C;P","ARCA"
